question,answer
"QUESTION: <p>Can we use proof by counterexample for 5a and 7b?</p>
","ANSWER: Proof by counterexample is a valid way of disproving a claim, so you are welcome to use it if applicable.
"
"QUESTION: <p>Can we use De Morgan&#39;s Laws on question 5?</p>
","ANSWER: sure
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcurki2bkj07k8%2Fea165c1822fabee0cb5a15371065eaea83aaeaa100011c3bc4ef35737ff9bc95%2FScreen_Shot_2023-01-24_at_2.36.07_PM.png"" alt=""Screen_Shot_2023-01-24_at_2.36.07_PM.png"" width=""532"" height=""43"" /></p>
<p>For this problem, is it assumed that y and z are distinct numbers and cannot be the same?</p>
","ANSWER: No that is not assumed
"
"QUESTION: <md>To clarify, $$S \cap T \cap R \neq \emptyset$$?</md>
","ANSWER: This is not necessarily guaranteed
"
"QUESTION: 
","ANSWER: Sure
"
"QUESTION: <p>Up to what module on canvas would be helpful to review for homework 2?</p>
","ANSWER: Homework 2 covers concepts from modules 1 and 2
"
"QUESTION: <p>Do we need to prove how we know x $$\epsilon$$S/(T/R) = (x$$\epsilon$$R and x$$\epsilon$$S) or x$$\epsilon$$S\T?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>When listing members of a set should they be in brackets?</p>
","ANSWER: <p>they don&#39;t need to be, but having those curly braces would be nice</p>
"
"QUESTION: <p>5d states &#34;if there exists such a y..., then there exists such an x such that...&#34; For this question, could we assign values to the sets in the premise (such that it is true) and then make logical steps until we can reach our conclusion? Or should we think of another approach </p>
","ANSWER: <p>that would not be valid because then you would be proving/disproving the claim for a <strong>specific</strong> group of sets.</p>
"
"QUESTION: <p>Hi!</p>
<p><br />I just got a bit confuse on the way that the proof on 2.sp2 was done for ((A \ B) ∪ (A ∩ B) ⊆ A ). I understood all the mathematical computations on why x (an arbitrary element) belongs to A, but got stuck on the reasoning why by given that x ∈ A and x ∈ (A \ B) ∪ (A ∩ B),  (A \ B) ∪ (A ∩ B) ⊆ A  must be true. Why couldn&#39;t it be the other way around where A ⊆ (A \ B) ∪ (A ∩ B) ? <br /><br />Thanks in advance! </p>
","ANSWER: <p>Well that conclusion is being made because we are under the case of showing that $$(A \setminus B) \cup (A \cap B) \subseteq A$$. Remember, to show equality, we show inclusion in both directions. So focusing on the direction $$(A \setminus B) \cup (A \cap B) \subseteq A$$, we would want to show that for any element that appears in the left hand side, it must also appear in the right hand side. 2.sp2 argues that for any element $$x \in (A \setminus B) \cup (A \cap B)$$, we have $$x \in A$$, so we have that any element in the left hand side also appears in the right hand side (since x was arbitrary), and by definition of subset, we conclude that the left hand side is a subset of the right hand side. </p>
<p></p>
<p>We then go on to show the inclusion in the other direction. And to show that, we would go about taking an arbitrary element of $$A$$ and show that it appears in $$(A \setminus B) \cup (A \cap B)$$.</p>
<p></p>
<p>I think the key thing to note is the definition of subset. We have $$A \subset B$$ if and only if for every element $$a \in A$$, we also have $$a \in B$$. That&#39;s what we are doing in the set proofs; we consider an element $$a \in A$$ and then show that it must be that $$a \in B$$ and then conclude that $$A \subseteq B$$</p>
"
"QUESTION: <p>I am writing proofs and I am not sure what to call this</p>
","ANSWER: <p>set difference</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F34d44fe421bbf603f564a01e81ba9403fca9f266498b2d2142d07144a4942009%2Fimage.png"" alt=""image.pngNaN"" width=""648"" height=""46"" /></p>
<p></p>
<p>Here, can I say that by the definition of set difference that x is not included in T? Do I have to prove this since it is the opposite of the original definition? </p>
","ANSWER: <p>for posts that reveal part of your solution, we request that you make them private. </p>
<p></p>
<p>Is it true that if $$x \notin T \setminus R$$ then $$x \notin T$$ for certain?</p>
"
"QUESTION: <p>Am I allowed to define a set using set-builder notation that relies upon the current member of x itself (i.e is the line x=x&#43;3y legal as I am defining x in terms of itself plus something else)? </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcply0liip97hz%2Fac514db2152a3bff0d9a5f9c68cd64e41e11693cb85e3fd36185338ed46a5ebc%2Fimage.png"" alt=""image.pngNaN"" /></p>
","ANSWER: <p>the issue with this is both $$x$$&#39;s would refer to the same element. So I don&#39;t quite understand how $$x = x + 3y$$ could work unless $$y = 0$$. If you are thinking of doing a &#34;recursive&#34; definition, where the &#34;next&#34; element of the set depends on the prior, then this will also not work, because sets are <strong>unordered</strong> collections of elements.</p>
"
"QUESTION: <p>Is the divisible by sign for logical notation also x | y in which y is divisible by x? </p>
","ANSWER: Yes
"
"QUESTION: <p>is it adequate to prove that there are elements in X that could never be in Y for some t in N, in order to prove that Y does not equal X?</p>
","ANSWER: <p>This is something we&#39;d like you to think about</p>
"
"QUESTION: <p>For question 6, when it came to the number of ways for ordering the 6 potato restaurants, I used the probability that one was before the other half the time in the total 6! permutations to get 6!/2 possible combinations. I was wondering if this was rigorous or if I need to step out of the different possibilities to get the same number.</p>
","ANSWER: <p>How is it possible to find the probability if you are not given any information of the likelihood of a TA ordering one restaurant before the other? Your intuition is correct, and counting the number of outcomes in a uniform sample space is how we will solve probability questions later on. In this case, however, you should focus on how your counting procedure gets you to the number of valid permutations.</p>
"
"QUESTION: <p>How can we use the &#34;\&#34; symbol in latex? Whenever I try to use it it thinks I am trying to type a command. </p>
","ANSWER: <p>\setminus</p>
"
"QUESTION: <p>For question 5, are all bags mutually exclusive in the sense that a potato cannot be in multiple bags at the same time?</p>
","ANSWER: <p>@241</p>
"
"QUESTION: <p>For this homework, can we assume odd times odd is odd or do we have to prove this?</p>
","ANSWER: <p>we showed this in hw1, so you don&#39;t need to reprove it.</p>
"
"QUESTION: <p>Do we have to explicitly state this when doing proofs since professor talked about this in class? Or can we just go ahead and divide 2 cases and start proving?</p>
","ANSWER: <p>you don&#39;t need to state it</p>
"
"QUESTION: <p>If the answer is given in open form, would the majority of points be deducted?</p>
","ANSWER: We can’t comment on the specifics of our rubrics - we reserve the right to give open form solutions a zero if they fail to make progress towards a correct closed form solution. 
"
"QUESTION: <p>Is it rigorous when proving inequality to show that an arbitrary element x can be in a set Y on one side of the equation but not the other? Thank you.</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>Can we use DeMorgan&#39;s Law in this homework or do we need to prove it if we were to use it?</p>
","ANSWER: You can use it without proof
"
"QUESTION: <p>Do we need to prove/explain that the ordering of n elements can be done in n! ways, or can we just state that as something we learned in lecture?</p>
","ANSWER: <p>you can just state it</p>
"
"QUESTION: <p>While typing in Overleaf, I lost color. It&#39;s much harder to read my code now that it&#39;s all black. Is there an easy way to fix this?</p>
","ANSWER: <p>can you make this post private and then share a screenshot of the issue?</p>
"
"QUESTION: <p>Does it matter if we use \binom vs \choose? Overleaf gives me some package amsmath warning but the functionality is the same.</p>
","ANSWER: Either is fine.
"
"QUESTION: <p>I want n-1 to be all raised but only the left parenthesis is right now and I&#39;m not sure why.</p>
<p>This is what shows up</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7g9u7ggfxn14i%2Feb0a7644fb5a080cf4aee576997644de356c022f08ae3d1030004555ee986327%2FScreen_Shot_2023-01-25_at_6.29.53_PM.png"" width=""90"" height=""44"" alt="""" /></p>
<p>and this is what I wrote in Latex</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7g9u7ggfxn14i%2F477d1421efb88e54b3ae8d79e1701d6f35fbbb7d54cc655f458f9b5894368e6b%2FScreen_Shot_2023-01-25_at_6.30.17_PM.png"" width=""120"" height=""34"" alt="""" /></p>
","ANSWER: You need curly braces for the entire exponent
"
"QUESTION: <p>Can we use results from previous HWs? e.g. e*e = e, e*o = e</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Are cases exhaustive if they cover every way for a statement to be true, or are they only considered exhaustive if they cover every possible scenario including ones that make a statement false. </p>
","ANSWER: <p>the latter</p>
"
"QUESTION: <p>If we have x ∈ ((S ∩ T )\R) , we can dissect this into components and use and operators to write x ∈ S ^ x ∈ T ^ x \notin R. Does order matter for these 3 statements? We can say that x ∈ S\R and x ∈ T\R too right?</p>
","ANSWER: <p>for the first question, no, the order does not matter. For the second question, this is something we&#39;d like you to think about.</p>
"
"QUESTION: <p>If we say there are m total regular potatoes and l are Yukon gold which we do not want to consider right now, do we need to cite something like &#34;subtraction rule&#34; to say that there are m-l potatoes to choose from?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>x \notin T\R = ㄱ(x ∈ T ^ x \notin R) = (x \notin T) V (x ∈ R)</p>
<p></p>
<p>Is this set algebra? I am still unsure what counts as set algebra and whatnot.</p>
","ANSWER: <p>nah that&#39;s fine</p>
"
"QUESTION: <p>If we show that the general form of elements for Y is an integer multiple of the general form of the elements for X does this prove that Y is just a subset of X?</p>
","ANSWER: This is something we’d like you to think about 
"
"QUESTION: <p>Or are they the same</p>
","ANSWER: <p>$$\subseteq$$ (subseteq) is used for subset. $$\subset$$ (subset) is used for <strong>proper</strong> subset. They are not the same thing.</p>
"
"QUESTION: <p>When showing counterexamples for 5(a), if we make 3 example sets and follow the operation S\(T\R), do we have to show how we got the result or would writing the result be sufficient (because it&#39;s basically just operation).</p>
","ANSWER: <p>you should show the result, but don&#39;t have to explain how you got it</p>
"
"QUESTION: <p>Are we counting the number of unique lists of potatoes that either Andrew or Zoe (or both) could make? Or are we counting the number of combinations of Andrew&#39;s unique lists with Zoe&#39;s unique lists? </p>
<p></p>
","ANSWER: <p>@248</p>
"
"QUESTION: <p>Hi, I underestimated how long it would take to type in LaTeX and couldn&#39;t edit the Collaborator names field in time for submitting. I hope it suffices to post here that I did not have any collaborators for this Homework.</p>
","ANSWER: noted.
"
"QUESTION: <p>Can x be greater than 5?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: Is it allowed that a student gets more than 2 baos, or a student will get only 1 or 0?
","ANSWER: <p>A student can receive 2 or more bao</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl97xt0q77hb6va%2Fc54248aad2b09dbc10f9caf7cfbec9dabdfbbb6e14bfe56e27b8b54e3ae2e365%2FScreen_Shot_2023-01-26_at_5.06.27_PM.png"" width=""2880"" height=""1578"" alt="""" /></p>
","ANSWER: <p>Go to Assignments and click on Homework 3</p>
<p></p>
<p>EDIT: should also now be accessible in Files.</p>
"
"QUESTION: <p>In the assignment, 7 b) ends with &#34;or&#34;: (p ∨¬p) </p>
<p>But in the template, the table shows &#34;and&#34;. Which one is the right version?</p>
","ANSWER: <p>good catch. The template has been updated and should now be accurate!</p>
"
"QUESTION: ^^
","ANSWER: <p>no</p>
"
"QUESTION: <p>How is there only one way? Isn&#39;t putting different amounts of books in each bin a different way each time to sort the indistinguishable books into distinguishable bins?</p>
<p></p>
<p>I mean to say, even if the elements are indistinguishable, isn&#39;t it two different ways if I put 3 of them in a bin vs 7 in a bin?</p>
","ANSWER: <p>Well there is still the constraint that bin $$B_i$$ needs $$n_i$$ books. Since the books are indistinguishable, each bin $$B_i$$ can only be filled with $$n_i$$ books in exactly 1 way.</p>
"
"QUESTION: For example, if you have Set A = {1, 2} and Set B = {3, 4}
",
"Then another instance where Set A = {3, 4} and B = {1, 2}
",
"Are these are considered 2 cases because the sets are distinguishable?
","ANSWER: <p>yes</p>
"
"QUESTION: <p>If we using the anagrams counting method, do we have to show all the steps and then use the multiplication rule, or can we simply state we are using the anagrams counting method and the formula? </p>
","ANSWER: <p>the latter is fine</p>
"
"QUESTION: <p>To falsify the claim, do we need to calculate the total number of ways of distribution or can we just prove that the answer is not 1? </p>
","ANSWER: <p>the latter is fine</p>
"
"QUESTION: <p>For the interactive session in Thursday class, the professor described exclusive OR as &#34;either odd or even&#34;. However, I believe we did not learn that &#34;either&#34; can be only used for exclusive ORs before the deadline of HW2. Will points be deducted for this? From now on, if someone states that either A or B, does this just imply that it&#39;s an exclusive OR?</p>
","ANSWER: <p>yeah unfortunately there is a difference between &#34;exclusive or&#34; and $$\lor$$. Just try to be as clear as possible when you are writing. We will assume $$\lor$$ is the logical OR, and &#34;exclusive or&#34; will always mean &#34;exclusive or&#34;.</p>
"
