question,answer
"QUESTION: <p>When disproving universal claims via counterexample, if I &#34;guessed and checked&#34; and found a counterexample out of luck/intuition, is it fine to say that I happened to find a counterexample, which disproved the claim? Or should I still resort to breaking down the claim into basic parts? (Example: the claim is that all (odd &#43; even) yields even integers. if I just try 3 &#43; 6 = 9, I have already found a counterexample. but I don&#39;t know if &#34;guessing and checking&#34; is a rigorous purpose for finding the counterexample, so should I go further and rewrite odd &#43; even with their definitions (2k &#43; 1) and (2m) and show how you always get an odd integer from 2(k &#43; m) &#43; 1, hence breaking the claim into basic parts?)</p>
<p></p>
<p>Maybe what I&#39;m really wondering is if I should reduce every claim to basic parts for every proof, or if disproving by counterexample is not strong enough.</p>
","ANSWER: <p>A counterexample is a counterexample. You do not need to explain how you came up with it, you just need to provide it.</p>
"
"QUESTION: <p>For question 3 part A: </p>
<p></p>
<p>Do we need to use the multiplication rule or is stating that it is a permutation fine?</p>
","ANSWER: This is up to you. As long as you get the correct answer with justification that is logically and mathematically correct and sound, you will receive credit
"
"QUESTION: <p>Are the lipstick pairs fixed? That is, one shade of green is specifically assigned to one shade of orange? Or can the 12 green and 12 orange lipsticks be mixed and matched to create different green-orange pairs?</p>
<p></p>
<p>Edit: Never mind—just saw the post @144.</p>
","ANSWER: Resolved
"
"QUESTION: <p dir=""ltr"">Do I need to prove that the sum of two even numbers is even, two odds is even, or an even and an odd is odd?</p>
","ANSWER: You must prove anything that was not proven in lecture, recitation or homework 
"
"QUESTION: <p>Can you expand intersection statements? For example is S∩(T-T∩R) = S∩T - S∩T∩R?</p>
","ANSWER: <p>Intersection does distribute over set minus, however, it is not immediately clear why. Thus, if you wish to use this in a solution, you should prove why it is true.</p>
"
"QUESTION: <p>Does t ∈ (R \ {0}) from part 1 mean t is all real numbers except 0?</p>
","ANSWER: <p>Yes. $$d$$ and $$t$$ are both non-zero real numbers.</p>
"
"QUESTION: <p>For each island in question 5a, do exactly 10 people have to be on the island or can there be less than 10?</p>
","ANSWER: <p>exactly 10</p>
"
"QUESTION: <p>Is this question saying that a line is drawn from each point to all the other points, i.e. all points are connected to all other points ?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>To clarify, are we expressing our answers to Q5 in terms of $$n$$?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Between each of the n points, is there only one line?</p>
<p></p>
<p>i.e. if there were 2 points, I know that there&#39;d be one line between, but if there were 4 points, would there be two lines connecting or would there be like 6 lines connecting all the points (so that each point touches the other point)?</p>
","ANSWER: <p>For every pair of points, there is a line connecting them. So if there were 4 points, there would be 6 lines.</p>
"
"QUESTION: <p>How do I write in the x choose y notation where x is on above of y?</p>
","ANSWER: <pre>
\binom{x}{y}</pre>
"
"QUESTION: <p>Do we have to simplify the n choose r notation in our answers?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>For question 5 part b, are we assuming that there are still n competitors, or are there now only 30, as only 30 made it to the first round of islands?</p>
","ANSWER: <p>There are still $$n$$ competitors.</p>
"
"QUESTION: <p>When are the office hours held today?</p>
","ANSWER: <p>They were held from 4PM-6PM. Our next office hours will be on Saturday.</p>
"
"QUESTION: Is listing one case that contradicts the statement sufficient as a proof?
","ANSWER: <p>This would be a counterexample. When to use counterexamples is something you should think about!</p>
"
"QUESTION: <p>I was looking at the hw1h solutions and was confused about what lemma meant in the solution to #5.</p>
","ANSWER: <p>A lemma is usually a minor proposition that is used to help us in a larger proof. You can think of it like a “stepping stone”.</p>
"
"QUESTION: <p>What is meant by &#34;lines do not intersect at special points&#34;? Earlier in the question, it states that there is a line drawn between each of these special points. </p>
<p></p>
<p>Does this mean that there can only be one line connected to each special point on the perimeter? Or, can we have multiple lines, but we don&#39;t count their intersection at the perimeter.</p>
","ANSWER: You don’t count the intersections that occur at the perimeter.
"
"QUESTION: <p>For Q5 (a), is there a minimum number of people that we should send to each island? Can we send 0 person to an island?</p>
","ANSWER: <p>@194</p>
"
"QUESTION: <p>In this problem, what is the point of t? There are no restrictions on it other than it being rational and not zero. It seems isolated so should we ignore t in our proof?</p>
","ANSWER: <p>This is something that you should think about. I might argue that $$t$$ is important because it bounds $$d$$.</p>
"
"QUESTION: <p>Does Sana&#39;s dresses include all possible combinations of silver tan and red dresses?</p>
","ANSWER: <p>Not necessarily.</p>
"
"QUESTION: <p>Does the following statement have sufficient justification, or do I have to explain more?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ge4vsp1s16p2%2F8bd4f9b76a0d3def973570420922da0d67fe9a5bc2e857cbebc66aeb899853ac%2Fimage.png"" alt=""image.pngNaN"" /></p>
","ANSWER: <p>This is something we are unable to comment on. In general, if you personally think something needs more justification, then you should provide more justification.</p>
"
"QUESTION: <p>Do we need to include points that are on the circle in Q6? I am not sure whether within the circle includes the points that are just on the border of the circle.</p>
","ANSWER: <p>no. You should only count the intersection points within the circle. Not on the boundary.</p>
"
"QUESTION: I approached 2a using the definition of set difference: A \ B = A \ A intersect B, and De Morgan’s laws. But I keep circling back to the original expression. I guess this isn’t the way to approach this question. Is proving by explaining the venn diagram a valid way to solve it?
","ANSWER: Venn diagrams will not suffice for a proof. They are good, however, for gaining initial intuition.
"
"QUESTION: <p>Do we have to prove that t &lt; 1/t if t is between 0 and 1, or can we cite it as a definition?</p>
","ANSWER: You should prove this
"
"QUESTION: <p>This might be an odd question, but if I find it easiest to prove a statement using a graph, could I put a graph on the PDF and use that? It wouldn&#39;t be logically or mathematically incorrect but I&#39;m not sure it would be accepted.</p>
","ANSWER: Since we have not covered graphs in class, we advise you to avoid using graphs. <div><br /></div><div>If you choose to do so, you would be required to do a ton of proofs and provide immense justification regarding the graph, which is just overall very unpleasant.</div><div><br /></div><div>For that reason, we encourage you to stick to concepts that have been covered in class.</div>
"
"QUESTION: <p>Posting only to instructors because I feel like this question could technically be a hint. Do I need any justification or proof that the special points are the vertexes of a polygon once you connect the special points?</p>
","ANSWER: It’s hard to say without knowing what the rest of your proof looks like, but the general advice is that if you have to ask yourself whether or not to prove something, it’s always safer to just prove it.
"
"QUESTION: <p>Can we assume that the sets S and T are non-empty?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Are all the contestants in this problem distinguishable? Such that when you flip the 16x16 grid, the result is different even with the rose in the same area?</p>
","ANSWER: <p>The contestants are distinguishable. However, when you &#34;flipping&#34; the grid does not result in a different case because the same contestants received a rose.</p>
"
"QUESTION: <p>Hi, </p>
<p></p>
<p>For the following question done in the last lecture, why can we not do 26^4 - 25^4?</p>
<p></p>
<p>Question: How many strings are there of four lowercase letters that have the letter x in them? </p>
<p></p>
<p>Thanks, </p>
","ANSWER: <p>$$26^4 - 25^4$$ is the correct answer.</p>
"
"QUESTION: <p>Can we assume that the n special points are unique?</p>
","ANSWER: Yes
"
"QUESTION: <p>Do we have to place the 256 participants on the grid or can we assume that they are already placed and will stay in their positions?</p>
","ANSWER: You can assume they are already placed and will stay in their positions
"
"QUESTION: <p>For question 6, are we expected to geometrically prove for arbitrary but particular points p1, p2, p3, p4 in clockwise order on a circle, that the lines p1-p3 and p2-p4 intersect in the interior while the lines p1-p2 and p3-p4 do not? Or will simply stating so suffice?</p>
","ANSWER: <p>you should provide a bit of justification</p>
"
"QUESTION: <p>Can more than 1 line come out of a point? Or would 2 points only make 1 line?</p>
","ANSWER: <p>There is a line between every pair of points.</p>
"
"QUESTION: <p>Do we need to prove that the reciprocal of a positive number less than 1 must be greater than that number?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: Would I need to prove the following? Something like... If |a|&lt; 1, then |1/a| &gt;1
","ANSWER: Yes
"
"QUESTION: On Question 2, are we allowed to prove the statement just kind of logically reasoning through it with words, or does it have to be symbolic?
","ANSWER: <p>Any fully mathematically and logically sound and correct solution will receive credit. My general advice is to provide both symbols and words to maintain clarity.</p>
"
"QUESTION: <p>How to represent out of 3 objects if we want to  choose 2 objects (3C2) in latex?</p>
","ANSWER: \binom{3}{2}
"
